movie_id,display_title,display_year,genres_json,top_tags_json,rating_count,rating_mean,weighted_rating,tmdb_vote_average,tmdb_vote_count,tmdb_popularity,feature_text,genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_IMAX,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western
11,美国总统,1995,"[""Comedy"",""Drama"",""Romance""]","[""politics"",""president""]",70,3.6714285714285713,3.6465693146756526,6.539,782.0,2.6172,"美国总统 american president, the comedy drama romance politics president 女主角悉尼是一个政治观点比总统更激进的说客，为一家从事环境保护游说的咨询公司工作。一次她在白宫善意地挖苦总统，碰巧被总统听到。两人一见钟情，总统借用国宴的机会非正式地公开自己的恋爱新动向。当美国总统遇上心仪的女人，不但要面对媒体的批评，更要处理国家大事，她是一位说服政客鼓吹环保的女人，和总统的一段情使她备受压力，而总统却因其余的国家大事忽略了她的环保提案，这样的组合能有完美的结局吗？",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,吸血鬼也疯狂,1995,"[""Comedy"",""Horror""]",[],19,2.4210526315789473,2.839312380754953,6.075,1105.0,2.9118,吸血鬼也疯狂 dracula: dead and loving it comedy horror  1893年，英国律师托马斯（彼特•麦尼科 peter macnicol 饰）奔赴特兰西瓦尼亚，在当地居民的惊恐中拜见了德古拉伯爵（莱斯利•尼尔森 leslie nielsen 饰），并为其代理购买了一座英国修道院。德古拉次日将托马斯蛊惑，使其变成了自己的忠仆。主仆两人来到英国伦敦，德古拉见到了修道院左近精神病院的管理者斯沃德医生，斯沃德医生女儿的美丽朋友露西令德古拉心怀吸血念头，同时，托马斯因为吞食昆虫被斯沃德医生控制在精神病院中失去自由。德古拉吸食露西血液得逞，后者陷入昏迷，焦急的斯沃德医生请来医学院教授范海辛（梅尔•布鲁克斯 mel brooks 饰）相助，才知道吸血鬼来袭的真相。范海辛率众人与德古拉及其仆人展开了一场拉锯式的吸血攻防战……,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,雪地灵犬,1995,"[""Adventure"",""Animation"",""Children""]",[],8,3.125,3.350934190170177,7.306,2178.0,3.8901,雪地灵犬 balto adventure animation children  一只半狼半犬的狼狗贝托，于19世纪末在阿拉斯加受到人们及爱斯基摩犬的排挤。不晓得自己属于何种族群的贝托，身边只有四位好朋友：美丽的爱斯基摩犬珍娜、聒噪却善良的企鹅波利斯、害羞可爱的北极熊木克及路克。虽然贝托的“杂种”身分与他们格格不入，但他的好友在意的并不是他的外型,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,尼克松,1995,"[""Drama""]","[""politics"",""president""]",18,3.8333333333333335,3.700622793446785,6.859,397.0,2.1021,尼克松 nixon drama politics president 　　影片试图从客观的立场出发探讨因水门丑闻而下台的美国总统理查德·米尔豪斯·尼克松的政治生涯。虽然也涉及到他的童年和早期从政的经历，但重点是在水门事件。当影片中一个女学生当面问总统：“为什么你作为总统制止不了越南战争？是不是因为这个制度？”尼克松似有所悟，他对手下人说：“她懂得我花了二十五年时间搞政治才懂得的事情……”,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,割喉岛,1995,"[""Action"",""Adventure"",""Romance""]",[],13,3.0,3.240747352136142,5.799,618.0,2.9105,割喉岛 cutthroat island action adventure romance  活跃于加勒比海上的哈里、道格（frank langella 饰）、莫迪三兄弟各保存着一份藏宝图的三分之一，道格欲独占宝藏将哈里重伤致死。哈里之女摩根（geena davis 饰）接管晨星号海盗船，继承了父亲复仇与寻宝的遗愿。摩根取下父亲头皮上的藏宝图，却因无法辨识图上的拉丁文而登陆求助，适逢惯偷肖（matthew modine 饰）被官方贩卖为奴，摩根依赖肖的翻译能力把他买下，并且很快在官军对自己的追捕中展现了悍女本色。摩根等人寻至莫迪处，不料道格意外出现，混乱中莫迪身死，而肖将第二张藏宝图占为己有。摩根惩治了肖的不忠，但却无法摆脱尾随的道格，最终船员叛变，摩根失去了晨星号，虽然肖协助摩根发现割喉岛宝藏所在，但是在道格和官军的围堵下，取得宝藏谈何容易？,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16,赌城风云,1995,"[""Crime"",""Drama""]","[""mafia""]",82,3.926829268292683,3.8725391893979104,7.996,6522.0,8.6961,赌城风云 casino crime drama mafia 萨姆·“埃斯”·罗思坦（罗伯特·德尼罗 robert de niro 饰）抱着“赌博是一桩需要认真对待的事业”这个信念经营这一家拉斯维加斯的赌场。这个信念使他的赌场生意兴隆，而也让他成为富四一方的大亨。但是自从他娶了妓女出身的金姬（莎朗·斯通 sharon stone 饰）后，一切都发生了改变。金姬是个贪得无厌，嗜好酒和毒品的美丽女人，对前男友旧情不忘甚至给他送钱；黑社会老大派来保护萨姆的尼基（乔·佩西 joe pesci 饰）总是触犯法律，被警方禁止踏足赌场，还不量力要当老板；萨姆开除了不负责任的雇员却得罪了当地的官员；更糟糕的是，萨姆和昔日的合作伙伴间的摩擦加剧。所有的一切，都使萨姆心神不宁……,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,理智与情感,1995,"[""Drama"",""Romance""]","[""jane austen""]",67,3.7761194029850746,3.7344137190304245,7.42,1835.0,7.8354,理智与情感 sense and sensibility drama romance jane austen 达什伍德夫人与她的女儿们——埃丽诺、玛丽安及尚在豆蔻年华的假小子玛格丽特，在父亲去世后惨遭驱逐，失去了家园与遗产继承权。法律规定，宏伟的诺兰庄园必须传予他与前妻所生之子、即姑娘们的异母兄长约翰，而约翰的人生伴侣是那位表面优雅却精于算计的范妮。正当贫困的达什伍德一家即将陷入更深窘境时，达什伍德夫人的表亲约翰·米德尔顿爵士伸出援手，将她们安置于自己广阔的德文郡庄园内一处名为巴顿小屋的新居。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18,四个房间,1995,"[""Comedy""]",[],20,3.7,3.625583868856361,5.9,2838.0,3.3998,"四个房间 four rooms comedy  在一家古旧的旅馆内，员工们都去欢度新年假期，只有一个小侍应生（tim roth 蒂姆•罗素 饰）留守。当夜，光怪陆离的事件轮番上演： 1. 一群女巫准备在当晚复活他们的女神，而她们却弄丢了至关重要的精液，小侍应生临时客串，勇敢献身……  2. 善妒的丈夫怀疑妻子与他人有染，遂将妻子绑在椅子上，倒霉的侍应生则被当作奸夫，手枪抵头，命悬一线…… 3. 富翁夫妻参加新年宴会，将子女留在房间中。两个淘气的小家伙展开了一场大战，却看到了恐怖的一幕…… 4.几名好莱坞演员凑在房间中玩打火机游戏，每人打十下，十下连续打着就会赢得一部跑车，反之有一下不着便要切掉一根手指。侍应生被临时找来充当刽子手……",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,神探飞机头2,1995,"[""Comedy""]",[],88,2.727272727272727,2.8201868380340356,6.33,4545.0,5.0431,神探飞机头2 ace ventura: when nature calls comedy  浣熊行动的失败，使得艾斯·文图拉（金·凯瑞 jim carrey 饰）决定前往喜马拉雅山深处进行修行，锻炼自己避免再出现浣熊行动这样的事情出现。时间过得很快，一天艾斯突然收到邀请。非洲瓦查蒂族的神物——一只白色大蝙蝠不知所踪。他们希望艾斯重出江湖，帮他们找回这只白蝙蝠。一踏上非洲大陆，艾斯就立马展开了侦查工作。首先，艾斯将怀疑对象锁定在了野生动物园园长身上，可是却苦苦无法找到证据，只好作罢。接着他又怀疑是部落巫师偷走的，但是也是毫无头绪。在笑料百出的调查过程中，艾斯发现白蝙蝠原来在两个盗猎者手上，而其幕后首脑居然是大使。原来，为了独占蝙蝠粪这一稀有资源，他不惜挑起部族之间的矛盾，以此来从中渔利。最终，艾斯借助动物们的帮助，将白蝙蝠完璧归赵。,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,银线风暴,1995,"[""Action"",""Comedy"",""Crime"",""Drama"",""Thriller""]",[],15,2.5,2.945136437163094,5.865,867.0,3.4067,银线风暴 money train action comedy crime drama thriller  约翰与查理同属纽约地铁的特警，两人情同手足，为帮助查理戒赌，约翰可没少劳心费力。因工作关系他们对地铁的保安环境十分熟悉，两人经常想象出不同的方法去打劫运钞列车。约翰一直把这当成是一种游戏，但查理却认为这是他唯一能脱离赌徒生涯的途径。当新调任的女警姬丝爱上了约翰而非查理时，失落的查理终于铤而走险，跳上了运钞列车……,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21,矮子当道,1995,"[""Comedy"",""Crime"",""Thriller""]","[""hollywood""]",89,3.49438202247191,3.4952344931030055,6.505,1206.0,3.7345,矮子当道 get shorty comedy crime thriller hollywood 迈阿密放贷人奇利·帕尔默被派往洛杉矶，向电影制片人哈里·齐姆追讨赌债。奇利很快发现，放贷生涯简直是进军电影圈的完美训练营……尽管想在好莱坞混出名堂，同样需要心狠手辣。[米高梅],0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,凶手就在门外,1995,"[""Crime"",""Drama"",""Horror"",""Mystery"",""Thriller""]","[""serial killer""]",36,3.2222222222222223,3.2920559125709072,6.474,1265.0,3.8735,凶手就在门外 copycat crime drama horror mystery thriller serial killer 犯罪心理学家海伦.赫德森干得太出色了：在别人看来毫无线索的情况下她能分析出杀人凶手的活动规律、作案手法甚至下一个目标。所以她才被惊扰全城的连环杀手忌恨，险遭杀害。现在她已足不出户，终日与电脑为伴。而一心想破这个连环凶杀案的女警探在无计可施的情况下来找海伦相助，并最终说服她出山。海伦做了大量分析工作后发现，凶手是在模仿古今中外着名的杀人事件，这次要想准确推断出谁是下一个目标真是难上加难，因为这样的事件真是浩如烟海，从中找出必然的联系几乎可以说是不可能的。当海伦借助电脑，从作案细节上有所发现时，凶手已经站到了他们门外。,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23,刺客战场,1995,"[""Action"",""Crime"",""Thriller""]",[],16,3.125,3.286381564407269,6.5,1702.0,3.7146,刺客战场 assassins action crime thriller  　　身为一名杀手，罗伯特（西尔维斯特·史泰龙 sylvester stallone 饰）有着自己不可动摇的原则，那就是除了任务目标外，决不滥杀无辜。尽管与罗伯特是同行，但米高（安东尼奥·班德拉斯 antonio banderas 饰）的生死观却和罗伯特大相径庭，他不仅为了达成目的不择手段，更是将业内“德高望重”的罗伯特视作眼中钉肉中刺，欲除之而后快。  　　充满了杀戮的生活令罗伯特感到厌倦，他决心再干最后一票，从此金盆洗手。很快，技术高超的罗伯特便捉住了目标任务——一名叫伊莉（朱丽安·摩尔 julianne moore 饰）的女贼，不幸的是，此时的伊莉和她手中价值两百万美元的磁盘亦成为了米高的猎物。随着时间的推移，罗伯特渐渐的爱上了伊莉，与此同时，残暴的米高也离他们越来越近。 ©豆瓣,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,闪电奇迹,1995,"[""Drama"",""Sci-Fi""]",[],28,3.125,3.2379670950850885,7.005,714.0,3.1663,"闪电奇迹 powder drama sci-fi  jeremy reed的母亲在怀孕时不幸遭到电击，导致jeremy——大家都叫他powder——是一个拥有超能力的白化病患者。十六年来，家人为了保护 powder，将其软禁在祖父母家的地下室里。随着祖父母的去世，powder也被人们发现并带到太阳底下。一开始powder的出现引起了镇上居民的敌意，在学校里也有小混混捉弄欺负他，但随后powder的老师便发现其智商奇高，而且powder  电影《闪电奇迹》剧照 运用自己的超能力造福居民：包括减轻了一位警官妻子临终的痛苦，以及亲身经历般向猎人描述一头鹿被射杀的痛苦，内向温柔的powder甚至获得了一位名叫linsey的女孩的好感。 鲍德的母亲在生产前不幸遭到电击，因为基因突变的缘故，使得他患有异于常人的白子症与超能力，为了保护他免于外界的嘲笑，二十年来一直将他软禁在农舍的地下室，因此鲍德从未与外界有过任何接触，随着亲人相继过世，警方与社工人员发现了鲍德，面对残酷的外界社会，鲍德该何去何从呢？对未来他又会作出何种决定？当人类进化到一定程度时， 是不需要用肉体或言语去建购防卫武力的， 因为心灵力量自然超越一切。《闪电奇迹》就是一部基于上述理想所建构的科幻片，而我也确实感受到了前所未有的强大心灵力量。主角是一名拥有心智高度发展的人类，因为读心能力他不需要亮丽的  电影《闪电奇迹》剧照 外表与外界进行沟通，也由于外在的缺陷(白子、吸电体)让他更能轻易接触人性的黑暗， 人类很自然的会用行动排除异己， 用谎言保护自己，主角深明人性中的罪恶却又挥之不去是十分痛苦的，然而这世界并不被进化的人类主宰， 世事太浑沌不明、黑白不分，这是值得深思的。",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,离开拉斯维加斯,1995,"[""Drama"",""Romance""]","[""alcoholism""]",76,3.625,3.6081668614023132,7.3,1642.0,4.443,离开拉斯维加斯 leaving las vegas drama romance alcoholism 被解雇后，酗酒编剧拿着最后的遣散费前往拉斯维加斯，计划用酒精了结生命。在那里，他遇上了一名需要被需要的妓女。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,奥赛罗,1995,"[""Drama""]","[""shakespeare""]",13,3.5,3.500747352136142,6.357,150.0,1.0143,奥赛罗 othello drama shakespeare the evil iago pretends to be friend of othello in order to manipulate him to serve his own end in the film version of this shakespeare classic.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,童年的约定,1995,"[""Children"",""Drama""]",[],9,3.3333333333333335,3.4294611334954066,6.869,476.0,2.4788,"童年的约定 now and then children drama  克里斯（丽塔·威尔逊 rita wilson 饰）、罗伯特（罗茜·欧唐内 rosie o'donnell 饰）、蒂娜（梅兰尼·格里菲斯 melanie griffith 饰）和萨曼莎（黛咪·摩尔 demi moore 饰）是出生成长在同一个小镇的四位好友，彼此之间感情十分亲密。长大成人之后，她们分道扬镳走上各自不同的人生道路。 　　一晃眼多年过去，时间早已经将四个姑娘磨砺成为了完全不同的人，四人约定回到曾经的小镇上。克里斯是四人里唯一选择留在小镇的女孩，如今，她是一名标准的家庭主妇，正在准备迎接她的孩子的出世。向来特立独行桀骜不驯的罗伯特成为了一名医生。而蒂娜终于实现了梦想当上了万众瞩目的女演员。萨曼莎则成为了前途无量的作家。",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,劝导,1995,"[""Drama"",""Romance""]","[""in netflix queue"",""jane austen""]",11,4.2272727272727275,3.8486384262349365,7.155,145.0,2.839,"劝导 persuasion drama romance in netflix queue jane austen 　　根据简·奥斯丁同名小说《劝导》改编而成。 　　埃略特家有三千金，大女儿伊莉莎白自负高傲，小女儿玛丽神经兮兮，一家人都虚荣自私，唯有二女儿安妮（amanda root饰）秀外慧中，凡事处理都大方得体。 　　由于父亲和伊丽莎白的过度挥霍，全家人不得不把房屋租出，搬到近郊居住。由是，安妮和新主人的弟弟海军温沃斯上校（ciarán hinds饰）不期而遇，8年前的伤口再次被血淋淋地撕开——当年19岁的安妮和温沃斯在谈婚论嫁之际，因受到教母罗塞尔夫人（susan fleetwood饰）的“劝导”，性格软弱的安妮一时难以决断，最终抛弃了恋人。 　　8年后，温沃斯退役归来，他已脱胎成一个举止风度不凡的翩翩美男子，又继承了大笔财富，迅即成为社交之星。而安妮最好的青春却早在漫长的岁月中空掷殆尽，回首往事，安妮对当年的决定追悔不已……",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
